description,amount,direction,source_category,budget_category,merchant,merchant_seen_in_training
[debit] CORTLAND MGMT*SCYT8S,1830.97,debit,Rent,Bills & Housing,CORTLAND MGMT,True
[debit] YMCA MEMBERSHIP DES:DIRECT DEP ID:W3V8A68SD1 INDN:CARDHOLDER,54.71,debit,Fitness,Health & Wellness,YMCA MEMBERSHIP,True
[credit] CASH APP TRANSFER*TZV863,3171.26,credit,Income,Income,CASH APP TRANSFER,True
[credit] STRIPE TRANSFER DES:DIRECT DEP ID:VGTGE54CWE INDN:CARDHOLDER,667.96,credit,Income,Income,STRIPE TRANSFER,True
[credit] DOORDASH DRIVER PAY DES:DEPOSIT ID:DTX59RH15J INDN:CARDHOLDER,825.02,credit,Income,Income,DOORDASH DRIVER PAY,True
[debit] POS DEBIT SAMS CLUB GR4NEU,157.7,debit,Shopping,Shopping,SAMS CLUB,True
[debit] SPOTHERO*3QLC7C8RT,7.06,debit,Rideshare,Transportation,SPOTHERO,True
[credit] DIRECT DEP PAYROLL DES:DEPOSIT ID:HT260WD2P7 INDN:CARDHOLDER,518.01,credit,Income,Income,DIRECT DEP PAYROLL,True
[credit] IRS TREAS 310 TAX REF DES:BILLPAY ID:X6WYPTFKFN INDN:CARDHOLDER,2168.36,credit,Income,Income,IRS TREAS 310 TAX REF,True
[debit] PURCHASE OPENAI CHATGPT SUB BROOKLYN NYUS,55.32,debit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[debit] CVS PHARMACY #6300 DENVER CO,632.8,debit,Healthcare,Health & Wellness,CVS PHARMACY,True
[credit] APPLE CASH TRANSFER DES:DEPOSIT ID:JJSUAG16SH INDN:CARDHOLDER,3226.51,credit,Income,Income,APPLE CASH TRANSFER,True
[debit] LIME RIDE*Y17HPDJ2W,31.78,debit,Rideshare,Transportation,LIME RIDE,True
[debit] WALGREENS #7081 WEST LAFAYETTE IN,609.02,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] DROPBOX DES:BILLPAY ID:N4LMQH60E2 INDN:CARDHOLDER,19.49,debit,Subscriptions,Entertainment,DROPBOX,True
[debit] PAYPAL *ONLINEXFERTOSAV,503.1,debit,Transfer,Transfers & Fees,ONLINE XFER TO SAV,True
[debit] HERTZ RENT A CAR*C1ZHB3,653.55,debit,Travel,Transportation,HERTZ RENT A CAR,True
[debit] PURCHASE PARKMOBILE SAN FRANCISCO CAUS,5.28,debit,Rideshare,Transportation,PARKMOBILE,True
[debit] LA FITNESS DES:BILLPAY ID:J6SEP7V21Q INDN:CARDHOLDER,153.31,debit,Fitness,Health & Wellness,LA FITNESS,True
[debit] PLANET FITNESS*VRGPJLZX,70.9,debit,Fitness,Health & Wellness,PLANET FITNESS,True
[debit] REDSTONE PROPERTIES DES:PAYMENT ID:NPJK63BPMH INDN:CARDHOLDER,1189.41,debit,Rent,Bills & Housing,REDSTONE PROPERTIES,True
[debit] VISION WORKS*ZBGFU9P,319.76,debit,Healthcare,Health & Wellness,VISION WORKS,True
[debit] POS DEBIT APPLE.COM/BILL H86ACA,4.51,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] PURCHASE FOOD LION DENVER COUS,181.64,debit,Groceries,Food & Drink,FOOD LION,True
[credit] POS DEBIT CARIBOU COFFEE PYN9SW,8.76,credit,Coffee,Food & Drink,CARIBOU COFFEE,True
[debit] POS DEBIT GREYSTAR PROPERTY 3PFV27,1806.42,debit,Rent,Bills & Housing,GREYSTAR PROPERTY,True
[debit] GREYSTAR PROPERTY DES:PAYMENT ID:D3JC8CKAHG INDN:CARDHOLDER,1868.61,debit,Rent,Bills & Housing,GREYSTAR PROPERTY,True
[credit] ETSY PAYOUT ATLANTA GA,1688.36,credit,Income,Income,ETSY PAYOUT,True
[debit] HARRIS TEETER AUSTIN TX,158.52,debit,Groceries,Food & Drink,HARRIS TEETER,True
[debit] MARRIOTT HOTELS*DFAJ7EDWJA,596.38,debit,Travel,Transportation,MARRIOTT HOTELS,True
[debit] SPEEDWAY*M8FL7HK2WP,63.39,debit,Gas,Transportation,SPEEDWAY,True
[debit] SQ *BLUE BOTTLE*A1MRZDTBZ0,18.62,debit,Coffee,Food & Drink,SQ *BLUE BOTTLE,True
[debit] VENMO CASHOUT CHICAGO IL,413.16,debit,Transfer,Transfers & Fees,VENMO CASHOUT,True
[debit] REPUBLIC SERVICES DES:BILLPAY ID:9KP26W352Z INDN:CARDHOLDER,220.95,debit,Utilities,Bills & Housing,REPUBLIC SERVICES,True
[debit] PURCHASE OPTUM RX ATLANTA GAUS,140.54,debit,Healthcare,Health & Wellness,OPTUM RX,True
[credit] COSTCO WHSE*SBXCJ3A,13.08,credit,Gas,Transportation,COSTCO WHSE,True
[credit] PURCHASE PROGRESS RESIDENTIAL BROOKLYN NYUS,2171.74,credit,Rent,Bills & Housing,PROGRESS RESIDENTIAL,True
[debit] ZELLE PAYMENT #603 NASHVILLE TN,805.93,debit,Transfer,Transfers & Fees,ZELLE PAYMENT,True
[credit] PURCHASE HULU SEATTLE WAUS,42.24,credit,Subscriptions,Entertainment,HULU,True
[debit] PROGRESS RESIDENTIAL DENVER CO,2178.84,debit,Rent,Bills & Housing,PROGRESS RESIDENTIAL,True
[credit] LA FITNESS DES:DIRECT DEP ID:RXG5QXX7KV INDN:CARDHOLDER,54.69,credit,Fitness,Health & Wellness,LA FITNESS,True
[debit] POS DEBIT MARATHON PETRO PZDAEG,70.03,debit,Gas,Transportation,MARATHON PETRO,True
[debit] MARRIOTT HOTELS #838 PHOENIX AZ,89.07,debit,Travel,Transportation,MARRIOTT HOTELS,True
[debit] CAMPUS CROSSING*5PNSVXKASY,1992.36,debit,Rent,Bills & Housing,CAMPUS CROSSING,True
[debit] SQ *LUMINARY BAKERY*5QGBBH7,19.91,debit,Coffee,Food & Drink,SQ *LUMINARY BAKERY,True
[debit] POS DEBIT SQ *LUMINARY BAKERY HK3XBK,21.79,debit,Coffee,Food & Drink,SQ *LUMINARY BAKERY,True
[debit] OPENAI CHATGPT SUB DES:DIRECT DEP ID:ZGMGNNUAE6 INDN:CARDHOLDER,49.3,debit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[debit] STRAVA SUBSCRIPTION*VKEV7ZW4DS,66.88,debit,Fitness,Health & Wellness,STRAVA SUBSCRIPTION,True
[debit] TICKETMASTER #6144 AUSTIN TX,10.33,debit,Entertainment,Entertainment,TICKETMASTER,True
[debit] POS DEBIT IU HEALTH 9TD701,83.83,debit,Healthcare,Health & Wellness,IU HEALTH,True
[debit] POS DEBIT TARGET P0B9DZ,177.21,debit,Shopping,Shopping,TARGET,True
[debit] POS DEBIT DUKE ENERGY 315Y9F,152.11,debit,Utilities,Bills & Housing,DUKE ENERGY,True
[debit] BARNES NOBLE COLLEG DES:PAYMENT ID:2WV7RVD0F3 INDN:CARDHOLDER,1652.42,debit,Education,Bills & Housing,BARNES NOBLE COLLEG,True
[debit] EDX INC DES:DIRECT DEP ID:3ZUJEV073G INDN:CARDHOLDER,1337.33,debit,Education,Bills & Housing,EDX INC,True
[debit] PURCHASE OPENAI CHATGPT SUB AUSTIN TXUS,6.77,debit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[debit] WHOLE FOODS MKT CHICAGO IL,88.96,debit,Groceries,Food & Drink,WHOLE FOODS MKT,True
[debit] GREYSTAR PROPERTY DES:DEPOSIT ID:HZ5TBDV83C INDN:CARDHOLDER,2130.14,debit,Rent,Bills & Housing,GREYSTAR PROPERTY,True
[debit] PURCHASE GREYSTAR PROPERTY SEATTLE WAUS,1686.61,debit,Rent,Bills & Housing,GREYSTAR PROPERTY,True
[debit] POS DEBIT TARGET 5CXFKD,70.94,debit,Groceries,Food & Drink,TARGET,True
[debit] MTA VENDING MACH*PCQ559PPFZ,18.89,debit,Rideshare,Transportation,MTA VENDING MACH,True
[debit] CHIPOTLE*G3MS7ZXVHG,35.3,debit,Dining,Food & Drink,CHIPOTLE,True
[debit] POS DEBIT COSTCO WHSE J0DMGP,441.1,debit,Shopping,Shopping,COSTCO WHSE,True
[debit] SPECTRUM DES:DEPOSIT ID:EA6K37LMU9 INDN:CARDHOLDER,50.58,debit,Utilities,Bills & Housing,SPECTRUM,True
[debit] POS DEBIT YMCA MEMBERSHIP VC1G0P,59.35,debit,Fitness,Health & Wellness,YMCA MEMBERSHIP,True
[credit] POS DEBIT F45 TRAINING ULXHN8,126.43,credit,Fitness,Health & Wellness,F45 TRAINING,True
[debit] TST* THE BLUE DOOR #4806 INDIANAPOLIS IN,49.32,debit,Dining,Food & Drink,TST* THE BLUE DOOR,True
[credit] DIRECT DEP PAYROLL DES:ACH PMT ID:EVJGGRT8QR INDN:CARDHOLDER,1217.91,credit,Income,Income,DIRECT DEP PAYROLL,True
[debit] COSTCO WHSE CHICAGO IL,50.2,debit,Gas,Transportation,COSTCO WHSE,True
[debit] NIPSCO DES:PAYMENT ID:D05ENU2C0B INDN:CARDHOLDER,272.61,debit,Utilities,Bills & Housing,NIPSCO,True
[credit] POS DEBIT UPWORK ESCROW P9SS0R,511.55,credit,Income,Income,UPWORK ESCROW,True
[debit] CAMPUS CROSSING DES:DEPOSIT ID:SM98RRYEFY INDN:CARDHOLDER,2120.99,debit,Rent,Bills & Housing,CAMPUS CROSSING,True
[debit] POS DEBIT WALGREENS LMPGSJ,597.52,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] POS DEBIT APPLE.COM/BILL L7XLNU,3.73,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] PURCHASE WILLOW CREEK APTS COLUMBUS OHUS,2154.41,debit,Rent,Bills & Housing,WILLOW CREEK APTS,True
[credit] POS DEBIT VA BENEFITS K1SB52,979.32,credit,Income,Income,VA BENEFITS,True
[debit] TOPGOLF #8450 DENVER CO,62.27,debit,Entertainment,Entertainment,TOPGOLF,True
[debit] POS DEBIT WINCO FOODS JYLDTZ,37.52,debit,Groceries,Food & Drink,WINCO FOODS,True
[debit] POS DEBIT SQ *BLUE BOTTLE SYMWH7,10.08,debit,Coffee,Food & Drink,SQ *BLUE BOTTLE,True
[debit] PARKMOBILE*9X6T443,39.76,debit,Rideshare,Transportation,PARKMOBILE,True
[debit] POS DEBIT HERTZ RENT A CAR 3SWKRA,519.27,debit,Travel,Transportation,HERTZ RENT A CAR,True
[debit] SPEEDWAY #8324 INDIANAPOLIS IN,67.08,debit,Gas,Transportation,SPEEDWAY,True
[debit] AMTRAK PHOENIX AZ,466.23,debit,Travel,Transportation,AMTRAK,True
[debit] REGAL CINEMAS #3524 SEATTLE WA,145.06,debit,Entertainment,Entertainment,REGAL CINEMAS,True
[debit] APPLE CASH TRANSFER*EWLS7L9,842.21,debit,Transfer,Transfers & Fees,APPLE CASH TRANSFER,True
[debit] BOOKING.COM*RAFLLBE0P,996.93,debit,Travel,Transportation,BOOKING.COM,True
[debit] POS DEBIT WAWA Z7XY9J,45.29,debit,Gas,Transportation,WAWA,True
[debit] ANYTIME FITNESS DES:PAYMENT ID:8UASNS7T77 INDN:CARDHOLDER,69.76,debit,Fitness,Health & Wellness,ANYTIME FITNESS,True
[debit] SWEETGREEN #3517 WEST LAFAYETTE IN,90.43,debit,Dining,Food & Drink,SWEETGREEN,True
[debit] SQ *COINBASE TRANSFER SAN FRANCI CA,367.48,debit,Transfer,Transfers & Fees,COINBASE TRANSFER,True
[debit] LIVE NATION #1693 NASHVILLE TN,30.86,debit,Entertainment,Entertainment,LIVE NATION,True
[debit] PARKMOBILE #4965 SAN FRANCISCO CA,16.16,debit,Rideshare,Transportation,PARKMOBILE,True
[debit] POS DEBIT APPLE.COM/BILL 0NWE7Y,57.79,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] POS DEBIT PAYPAL INST XFER 18S9AW,603.89,debit,Transfer,Transfers & Fees,PAYPAL INST XFER,True
[debit] THE LODGE APTS*TAGB55J,745.83,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] PURCHASE SAFEWAY ATLANTA GAUS,81.16,debit,Groceries,Food & Drink,SAFEWAY,True
[debit] EDX INC DES:PAYMENT ID:426DRFCCXH INDN:CARDHOLDER,1655.56,debit,Education,Bills & Housing,EDX INC,True
[debit] PAYPAL *EXXONMOBIL,52.27,debit,Gas,Transportation,EXXONMOBIL,True
[debit] COINBASE TRANSFER*BRSJXF6U,814.31,debit,Transfer,Transfers & Fees,COINBASE TRANSFER,True
[debit] POS DEBIT STEAMGAMES.COM H4QNAE,178.58,debit,Entertainment,Entertainment,STEAMGAMES.COM,True
[credit] ZELLE PAYMENT DES:BILLPAY ID:HVAH6QHB4P INDN:CARDHOLDER,3683.07,credit,Income,Income,ZELLE PAYMENT,True
[debit] HILTON GARDEN INN*WH2HEQPX,815.27,debit,Travel,Transportation,HILTON GARDEN INN,True
[debit] SQ *RAISING CANES DENVER CO,20.42,debit,Dining,Food & Drink,RAISING CANES,True
[credit] FIDELITY DIVIDEND DES:PAYMENT ID:FZ45TBAW2B INDN:CARDHOLDER,3214.74,credit,Income,Income,FIDELITY DIVIDEND,True
[debit] POS DEBIT EXXONMOBIL LW8141,35.54,debit,Gas,Transportation,EXXONMOBIL,True
[debit] WALGREENS*WHWFXL8Z,118.91,debit,Healthcare,Health & Wellness,WALGREENS,True
[credit] PURCHASE FIDELITY DIVIDEND DENVER COUS,2783.53,credit,Income,Income,FIDELITY DIVIDEND,True
[debit] IU HEALTH #5249 CHICAGO IL,370.51,debit,Healthcare,Health & Wellness,IU HEALTH,True
[debit] PURCHASE PLANET FITNESS AUSTIN TXUS,63.97,debit,Fitness,Health & Wellness,PLANET FITNESS,True
[credit] STRAVA SUBSCRIPTION*B0X5QP9FVR,128.32,credit,Fitness,Health & Wellness,STRAVA SUBSCRIPTION,True
[debit] PURDUE UNIVERSITY DES:PAYMENT ID:CBHUZ8LNB0 INDN:CARDHOLDER,395.68,debit,Education,Bills & Housing,PURDUE UNIVERSITY,True
[credit] UPWORK ESCROW*1GRQ1Z,3150.55,credit,Income,Income,UPWORK ESCROW,True
[debit] SPEEDWAY #7309 WEST LAFAYETTE IN,30.67,debit,Gas,Transportation,SPEEDWAY,True
[debit] CASEYS GEN STORE*BG13RP9,31.46,debit,Gas,Transportation,CASEYS GEN STORE,True
[debit] PURCHASE BARNES NOBLE COLLEG WEST LAFAYETTE INUS,1093.37,debit,Education,Bills & Housing,BARNES NOBLE COLLEG,True
[debit] POS DEBIT CARIBOU COFFEE 33C9GH,9.76,debit,Coffee,Food & Drink,CARIBOU COFFEE,True
[credit] PURCHASE ZELLE PAYMENT DENVER COUS,3946.97,credit,Income,Income,ZELLE PAYMENT,True
[debit] WALGREENS #4183 INDIANAPOLIS IN,327.06,debit,Healthcare,Health & Wellness,WALGREENS,True
[credit] PURCHASE FIDELITY DIVIDEND SEATTLE WAUS,2128.86,credit,Income,Income,FIDELITY DIVIDEND,True
[debit] ICLOUD STORAGE DES:BILLPAY ID:Z2K113ZUWX INDN:CARDHOLDER,28.88,debit,Subscriptions,Entertainment,ICLOUD STORAGE,True
[debit] CAMPUS CROSSING SEATTLE WA,1019.85,debit,Rent,Bills & Housing,CAMPUS CROSSING,True
[debit] CASEYS GEN STORE BROOKLYN NY,48.65,debit,Gas,Transportation,CASEYS GEN STORE,True
[debit] POS DEBIT SPECTRUM H5H0EN,242.15,debit,Utilities,Bills & Housing,SPECTRUM,True
[debit] COSTCO WHSE #4276 COLUMBUS OH,27.21,debit,Groceries,Food & Drink,COSTCO WHSE,True
[debit] HERTZ RENT A CAR*6RZ87M5LNP,821.42,debit,Travel,Transportation,HERTZ RENT A CAR,True
[debit] CVS PHARMACY WEST LAFAYETTE IN,529.15,debit,Healthcare,Health & Wellness,CVS PHARMACY,True
[debit] WALGREENS*V50RKX6M0,596.41,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] POS DEBIT CHIPOTLE B5SYYY,35.95,debit,Dining,Food & Drink,CHIPOTLE,True
[debit] SPEEDWAY #9147 PHOENIX AZ,53.2,debit,Gas,Transportation,SPEEDWAY,True
[credit] DIRECT DEP PAYROLL*QJ1PMXAR1J,2147.59,credit,Income,Income,DIRECT DEP PAYROLL,True
[debit] UDEMY*N438VX7US,208.28,debit,Education,Bills & Housing,UDEMY,True
[debit] ATM SURCHARGE FK7E,8.12,debit,Fees,Transfers & Fees,ATM SURCHARGE,True
[debit] ALASKA AIR*5QBZD6,50.18,debit,Travel,Transportation,ALASKA AIR,True
[debit] PURCHASE WINCO FOODS SEATTLE WAUS,16.83,debit,Groceries,Food & Drink,WINCO FOODS,True
[debit] DUKE ENERGY DES:DIRECT DEP ID:SAT366QNRX INDN:CARDHOLDER,183.21,debit,Utilities,Bills & Housing,DUKE ENERGY,True
[credit] PELOTON MEMBERSHIP*8JX6ZVY,128.21,credit,Fitness,Health & Wellness,PELOTON MEMBERSHIP,True
[credit] PURCHASE UPWORK ESCROW SAN FRANCISCO CAUS,3492.13,credit,Income,Income,UPWORK ESCROW,True
[credit] PURCHASE ZELLE PAYMENT WEST LAFAYETTE INUS,2996.42,credit,Income,Income,ZELLE PAYMENT,True
[credit] VA BENEFITS DES:PAYMENT ID:WEQPZT17Z1 INDN:CARDHOLDER,3516.37,credit,Income,Income,VA BENEFITS,True
[debit] ATM SURCHARGE 1ENF,13.11,debit,Fees,Transfers & Fees,ATM SURCHARGE,True
[debit] PURCHASE LYFT RIDE SAN FRANCISCO CAUS,13.16,debit,Rideshare,Transportation,LYFT RIDE,True
[debit] CITY WATER WORKS*QM5WVFP,67.35,debit,Utilities,Bills & Housing,CITY WATER WORKS,True
[debit] EDX INC DES:ACH PMT ID:PZBPUBAQBR INDN:CARDHOLDER,1081.1,debit,Education,Bills & Housing,EDX INC,True
[debit] POS DEBIT CARIBOU COFFEE RAYL2L,6.36,debit,Coffee,Food & Drink,CARIBOU COFFEE,True
[debit] CASEYS GEN STORE PHOENIX AZ,67.68,debit,Gas,Transportation,CASEYS GEN STORE,True
[debit] WILLOW CREEK APTS DES:ACH PMT ID:VABCQ5JJV5 INDN:CARDHOLDER,704.83,debit,Rent,Bills & Housing,WILLOW CREEK APTS,True
[debit] APPLE.COM/BILL NASHVILLE TN,40.23,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] TICKETMASTER PHOENIX AZ,179.03,debit,Entertainment,Entertainment,TICKETMASTER,True
[debit] SPOTHERO #855 NASHVILLE TN,34.0,debit,Rideshare,Transportation,SPOTHERO,True
[debit] REGAL CINEMAS ATLANTA GA,12.25,debit,Entertainment,Entertainment,REGAL CINEMAS,True
[credit] PAYPAL *WALMARTSUPERCENTER,7.53,credit,Shopping,Shopping,WALMART SUPERCENTER,True
[debit] PURCHASE ALASKA AIR SEATTLE WAUS,172.82,debit,Travel,Transportation,ALASKA AIR,True
[credit] PLANET FITNESS DES:BILLPAY ID:GN5F1VBRKT INDN:CARDHOLDER,73.06,credit,Fitness,Health & Wellness,PLANET FITNESS,True
[debit] ANYTIME FITNESS DES:BILLPAY ID:FH8MSLBWHM INDN:CARDHOLDER,124.87,debit,Fitness,Health & Wellness,ANYTIME FITNESS,True
[debit] CURB TAXI*AU4PHV9P1,38.72,debit,Rideshare,Transportation,CURB TAXI,True
[debit] POS DEBIT EDX INC 10NKF0,340.25,debit,Education,Bills & Housing,EDX INC,True
[debit] VERIZON WIRELESS DES:ACH PMT ID:D3UCDXUUYG INDN:CARDHOLDER,171.06,debit,Utilities,Bills & Housing,VERIZON WIRELESS,True
[debit] POS DEBIT APPLE.COM/BILL AX6M8R,94.55,debit,Shopping,Shopping,APPLE.COM/BILL,True
[debit] CAMPUS CROSSING DES:ACH PMT ID:30AHDLPFR4 INDN:CARDHOLDER,1706.24,debit,Rent,Bills & Housing,CAMPUS CROSSING,True
[debit] POS DEBIT FOOD LION 5T4JM5,80.08,debit,Groceries,Food & Drink,FOOD LION,True
[debit] SQ *WIRE TRANSFER OUT COLUMBUS OH,285.35,debit,Transfer,Transfers & Fees,WIRE TRANSFER OUT,True
[credit] ETSY PAYOUT DES:ACH PMT ID:E78FAZMVAT INDN:CARDHOLDER,1500.53,credit,Income,Income,ETSY PAYOUT,True
[debit] POS DEBIT ONLINE XFER TO SAV BCWSNY,422.68,debit,Transfer,Transfers & Fees,ONLINE XFER TO SAV,True
[debit] ORANGETHEORY WEST LAFAYETTE IN,135.99,debit,Fitness,Health & Wellness,ORANGETHEORY,True
[debit] CASEYS GEN STORE*RGWN9NFK,51.91,debit,Gas,Transportation,CASEYS GEN STORE,True
[debit] APPLE.COM/BILL*EYNB6B5,15.82,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] SPOTHERO #2046 PHOENIX AZ,28.18,debit,Rideshare,Transportation,SPOTHERO,True
[credit] ALDI #9205 ATLANTA GA,61.57,credit,Groceries,Food & Drink,ALDI,True
[credit] ETSY PAYOUT DES:ACH PMT ID:HUXGBJ4S6Z INDN:CARDHOLDER,3407.93,credit,Income,Income,ETSY PAYOUT,True
[debit] UDEMY DES:DIRECT DEP ID:70HDEUJAKM INDN:CARDHOLDER,144.94,debit,Education,Bills & Housing,UDEMY,True
[debit] ADOBE INC DES:DIRECT DEP ID:HRQ4WMFSYY INDN:CARDHOLDER,8.34,debit,Subscriptions,Entertainment,ADOBE INC,True
[debit] MAIN EVENT INDIANAPOLIS IN,89.64,debit,Entertainment,Entertainment,MAIN EVENT,True
[debit] SCOOTERS COFFEE DENVER CO,18.3,debit,Coffee,Food & Drink,SCOOTERS COFFEE,True
[debit] PURCHASE UNITED AIRLINES SEATTLE WAUS,1094.34,debit,Travel,Transportation,UNITED AIRLINES,True
[debit] PURCHASE OLIVE GARDEN WEST LAFAYETTE INUS,22.01,debit,Dining,Food & Drink,OLIVE GARDEN,True
[debit] EXPEDIA #1832 COLUMBUS OH,162.28,debit,Travel,Transportation,EXPEDIA,True
[debit] PURCHASE EDX INC CHICAGO ILUS,923.18,debit,Education,Bills & Housing,EDX INC,True
[debit] MCGRAW HILL DES:DIRECT DEP ID:129F9JQMSY INDN:CARDHOLDER,694.92,debit,Education,Bills & Housing,MCGRAW HILL,True
[debit] WALGREENS*F2LF15M4,601.91,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] WALGREENS #7114 DENVER CO,88.86,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] CITY WATER WORKS DES:BILLPAY ID:QYUNHQRHFK INDN:CARDHOLDER,46.0,debit,Utilities,Bills & Housing,CITY WATER WORKS,True
[debit] APPLE.COM/BILL DES:DIRECT DEP ID:DP37U34Z16 INDN:CARDHOLDER,49.91,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] COSTCO WHSE*2FM64NRQRX,132.51,debit,Shopping,Shopping,COSTCO WHSE,True
[debit] SQ *LUMINARY BAKERY #8491 BROOKLYN NY,8.91,debit,Coffee,Food & Drink,SQ *LUMINARY BAKERY,True
[debit] POS DEBIT WALGREENS 86HQCD,317.82,debit,Shopping,Shopping,WALGREENS,True
[debit] APPLE CASH TRANSFER NASHVILLE TN,31.83,debit,Transfer,Transfers & Fees,APPLE CASH TRANSFER,True
[debit] DUKE ENERGY*T9L3FLAW,160.81,debit,Utilities,Bills & Housing,DUKE ENERGY,True
[debit] POS DEBIT APPLE CASH TRANSFER E210TY,814.74,debit,Transfer,Transfers & Fees,APPLE CASH TRANSFER,True
[debit] POS DEBIT VENMO CASHOUT 7X6K7D,500.58,debit,Transfer,Transfers & Fees,VENMO CASHOUT,True
[debit] POS DEBIT F45 TRAINING VCHD12,63.74,debit,Fitness,Health & Wellness,F45 TRAINING,True
[debit] SPECTRUM DES:ACH PMT ID:899RR1JH4W INDN:CARDHOLDER,102.34,debit,Utilities,Bills & Housing,SPECTRUM,True
[debit] POS DEBIT GREYSTAR PROPERTY GARAE2,1346.4,debit,Rent,Bills & Housing,GREYSTAR PROPERTY,True
[debit] SQ *VIENNA ESPRESSO*8Z4AMDBSC,18.36,debit,Coffee,Food & Drink,SQ *VIENNA ESPRESSO,True
[debit] SQ *EXPEDIA SEATTLE WA,1181.32,debit,Travel,Transportation,EXPEDIA,True
[debit] POS DEBIT CHIPOTLE JPDUWD,90.68,debit,Dining,Food & Drink,CHIPOTLE,True
[debit] LIVE NATION AUSTIN TX,178.92,debit,Entertainment,Entertainment,LIVE NATION,True
[debit] SQ *AMC ONLINE INDIANAPOL IN,103.47,debit,Entertainment,Entertainment,AMC ONLINE,True
[debit] PURCHASE SPECTRUM SAN FRANCISCO CAUS,275.71,debit,Utilities,Bills & Housing,SPECTRUM,True
[debit] GRUBHUB NASHVILLE TN,91.95,debit,Dining,Food & Drink,GRUBHUB,True
[debit] PURCHASE SPEEDWAY AUSTIN TXUS,74.39,debit,Gas,Transportation,SPEEDWAY,True
[credit] STRIPE TRANSFER DES:PAYMENT ID:AZHD7AKR69 INDN:CARDHOLDER,122.35,credit,Income,Income,STRIPE TRANSFER,True
[debit] AMTRAK #1767 PHOENIX AZ,509.63,debit,Travel,Transportation,AMTRAK,True
[debit] NOODLES AND CO #4644 PHOENIX AZ,93.62,debit,Dining,Food & Drink,NOODLES AND CO,True
[debit] SWEETGREEN #3531 ATLANTA GA,43.61,debit,Dining,Food & Drink,SWEETGREEN,True
[debit] PURCHASE DATACAMP DENVER COUS,416.2,debit,Education,Bills & Housing,DATACAMP,True
[debit] SPECTRUM DES:BILLPAY ID:N33VA2AHMB INDN:CARDHOLDER,254.45,debit,Utilities,Bills & Housing,SPECTRUM,True
[debit] WALMART SUPERCENTER #9051 BROOKLYN NY,181.88,debit,Groceries,Food & Drink,WALMART SUPERCENTER,True
[debit] CVS PHARMACY NASHVILLE TN,145.6,debit,Healthcare,Health & Wellness,CVS PHARMACY,True
[credit] VA BENEFITS*TLBF2RHZG,828.56,credit,Income,Income,VA BENEFITS,True
[credit] DOORDASH DRIVER PAY DES:BILLPAY ID:Q0YGM6S9XV INDN:CARDHOLDER,3239.24,credit,Income,Income,DOORDASH DRIVER PAY,True
[debit] POS DEBIT AMC ONLINE 7JPBZ5,117.45,debit,Entertainment,Entertainment,AMC ONLINE,True
[debit] PURCHASE VENMO CASHOUT INDIANAPOLIS INUS,122.49,debit,Transfer,Transfers & Fees,VENMO CASHOUT,True
[debit] SQ *LUMINARY BAKERY #8715 COLUMBUS OH,21.44,debit,Coffee,Food & Drink,SQ *LUMINARY BAKERY,True
[debit] SQ *SAMS CLUB SAN FRANCI CA,99.2,debit,Groceries,Food & Drink,SAMS CLUB,True
[debit] CITY WATER WORKS DES:DEPOSIT ID:4YFXLR9X4K INDN:CARDHOLDER,98.22,debit,Utilities,Bills & Housing,CITY WATER WORKS,True
[debit] POS DEBIT WAYFAIR 50LB4P,36.99,debit,Shopping,Shopping,WAYFAIR,True
[debit] CITY PARKING AUTH NASHVILLE TN,47.24,debit,Rideshare,Transportation,CITY PARKING AUTH,True
[debit] HOME DEPOT #7531 PHOENIX AZ,93.86,debit,Shopping,Shopping,HOME DEPOT,True
[debit] COURSERA INC DES:ACH PMT ID:TBD3LF7T9F INDN:CARDHOLDER,1119.89,debit,Education,Bills & Housing,COURSERA INC,True
[debit] SQ *AMC ONLINE PHOENIX AZ,106.26,debit,Entertainment,Entertainment,AMC ONLINE,True
[debit] TARGET #7530 COLUMBUS OH,187.39,debit,Groceries,Food & Drink,TARGET,True
[debit] WALGREENS SAN FRANCISCO CA,253.15,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] UNITED AIRLINES #7217 COLUMBUS OH,1158.33,debit,Travel,Transportation,UNITED AIRLINES,True
[debit] TARGET #3622 SAN FRANCISCO CA,208.76,debit,Shopping,Shopping,TARGET,True
[debit] AT&T MOBILITY SAN FRANCISCO CA,183.83,debit,Utilities,Bills & Housing,AT&T MOBILITY,True
